date,month,week,platform,campaign,posts,impressions,likes,comments,shares,sentiment,hashtags,text
2025-09-12,2025-09,2025-09-08/2025-09-14,Facebook,,2,19866,935,56,92,-0.245,#brand,Behind the scenes from our team meeting.
2024-02-05,2024-02,2024-02-05/2024-02-11,Youtube,EngagementBoost,2,27898,2411,92,43,-0.693,,Collab announcement — exciting news.
2024-12-18,2024-12,2024-12-16/2024-12-22,Twitter,,3,12525,655,81,36,0.241,#brand,Behind the scenes from our team meeting.
2025-11-06,2025-11,2025-11-03/2025-11-09,Twitter,,1,6916,181,21,14,0.826,#news,Live Q&A tomorrow — set a reminder.
2024-03-13,2024-03,2024-03-11/2024-03-17,Youtube,,2,23025,1912,95,48,-0.064,#news,We hit a milestone — thank you!
2025-10-09,2025-10,2025-10-06/2025-10-12,Linkedin,Community,2,5461,387,14,16,0.349,#viral #event #sale,Launching our new product today! Check it out.
2024-12-18,2024-12,2024-12-16/2024-12-22,Facebook,EngagementBoost,2,23682,1177,138,111,-0.438,#giveaway,New blog post: marketing strategies for 2025.
2024-03-10,2024-03,2024-03-04/2024-03-10,Instagram,HolidayPush,2,17984,1174,109,77,-0.115,#launch #viral,Top 5 tips to boost engagement.
2025-02-28,2025-02,2025-02-24/2025-03-02,Youtube,BrandAwareness,6,82709,5016,460,363,0.097,,Holiday sale starts now — big discounts!
2025-07-14,2025-07,2025-07-14/2025-07-20,Instagram,BrandAwareness,2,23227,2080,76,80,0.07,#viral,Join our giveaway — win prizes!
2025-10-03,2025-10,2025-09-29/2025-10-05,Facebook,BrandAwareness,2,23263,927,62,63,0.471,#news #brand,Collab announcement — exciting news.
2025-05-31,2025-05,2025-05-26/2025-06-01,Instagram,,1,6500,583,14,21,-0.556,#marketing,Launching our new product today! Check it out.
2025-03-03,2025-03,2025-03-03/2025-03-09,Facebook,HolidayPush,1,7781,673,43,12,0.021,#launch,Launching our new product today! Check it out.
2025-06-22,2025-06,2025-06-16/2025-06-22,Instagram,BrandAwareness,4,31907,1505,98,145,-0.139,#sale,Customer testimonial — we love feedback.
2024-06-08,2024-06,2024-06-03/2024-06-09,Twitter,HolidayPush,4,15476,1058,88,18,-0.239,#tips #viral,Top 5 tips to boost engagement.
2024-05-28,2024-05,2024-05-27/2024-06-02,Twitter,,1,4095,290,9,11,-0.176,#sale #news,New blog post: marketing strategies for 2025.
2024-08-17,2024-08,2024-08-12/2024-08-18,Instagram,HolidayPush,1,8811,1053,31,26,0.175,,Join our giveaway — win prizes!
2025-07-15,2025-07,2025-07-14/2025-07-20,Facebook,,1,10820,480,33,41,0.131,#launch #tips,Join our giveaway — win prizes!
2024-03-07,2024-03,2024-03-04/2024-03-10,Youtube,,1,3504,75,9,12,0.011,#viral #giveaway,Behind the scenes from our team meeting.
2025-01-15,2025-01,2025-01-13/2025-01-19,Pinterest,,1,1546,30,0,5,-0.393,,We hit a milestone — thank you!
2024-02-27,2024-02,2024-02-26/2024-03-03,Instagram,,6,49718,3193,67,32,-0.013,,Customer testimonial — we love feedback.
2024-09-15,2024-09,2024-09-09/2024-09-15,Facebook,ProductLaunch,1,14930,1201,93,42,0.474,#news,We hit a milestone — thank you!
2024-12-07,2024-12,2024-12-02/2024-12-08,Facebook,Community,1,8788,370,20,20,-0.495,#brand,Live Q&A tomorrow — set a reminder.
2024-05-09,2024-05,2024-05-06/2024-05-12,Twitter,HolidayPush,2,7521,422,40,23,-0.17,,New blog post: marketing strategies for 2025.
2024-06-20,2024-06,2024-06-17/2024-06-23,Instagram,BrandAwareness,3,23786,1216,95,68,-0.321,#giveaway #launch,Live Q&A tomorrow — set a reminder.
2025-09-05,2025-09,2025-09-01/2025-09-07,Facebook,,1,15173,563,50,48,-0.307,#news,Customer testimonial — we love feedback.
2024-07-27,2024-07,2024-07-22/2024-07-28,Youtube,,2,26881,1937,84,48,-0.005,#news #sale,Behind the scenes from our team meeting.
2024-12-19,2024-12,2024-12-16/2024-12-22,Facebook,ProductLaunch,1,3274,82,12,10,-0.144,,New blog post: marketing strategies for 2025.
2025-04-15,2025-04,2025-04-14/2025-04-20,Twitter,,2,10145,738,54,48,-0.22,#event,Customer testimonial — we love feedback.
2024-04-25,2024-04,2024-04-22/2024-04-28,Twitter,,1,4829,248,7,24,0.087,#tips #launch,New blog post: marketing strategies for 2025.
2024-09-20,2024-09,2024-09-16/2024-09-22,Instagram,HolidayPush,3,20896,1665,80,90,-0.469,#launch,Customer testimonial — we love feedback.
2025-10-23,2025-10,2025-10-20/2025-10-26,Linkedin,,1,2257,143,10,2,0.779,#event #news,Launching our new product today! Check it out.
2025-03-17,2025-03,2025-03-17/2025-03-23,Linkedin,ProductLaunch,2,4696,136,25,12,-0.118,#giveaway,Collab announcement — exciting news.
2025-07-01,2025-07,2025-06-30/2025-07-06,Instagram,EngagementBoost,2,15498,1026,93,38,-0.051,#marketing,We hit a milestone — thank you!
2025-03-28,2025-03,2025-03-24/2025-03-30,Youtube,,2,32615,1707,118,102,-0.04,,Customer testimonial — we love feedback.
2025-04-21,2025-04,2025-04-21/2025-04-27,Instagram,EngagementBoost,4,27519,2252,32,119,-0.259,,Behind the scenes from our team meeting.
2024-10-13,2024-10,2024-10-07/2024-10-13,Pinterest,HolidayPush,2,3793,282,18,11,0.518,#brand #news,Top 5 tips to boost engagement.
2024-10-29,2024-10,2024-10-28/2024-11-03,Twitter,,2,8133,674,30,16,0.17,#marketing,Launching our new product today! Check it out.
2024-11-06,2024-11,2024-11-04/2024-11-10,Instagram,BrandAwareness,4,31833,1690,204,132,-0.797,#event,Top 5 tips to boost engagement.
2024-07-26,2024-07,2024-07-22/2024-07-28,Twitter,Community,2,7043,293,30,23,-0.353,#event #howto,Customer testimonial — we love feedback.
2025-09-09,2025-09,2025-09-08/2025-09-14,Twitter,BrandAwareness,1,5427,324,34,20,-0.146,#tips #event,Behind the scenes from our team meeting.
2025-03-21,2025-03,2025-03-17/2025-03-23,Instagram,,4,31618,2360,93,126,0.302,#tips #sale,Holiday sale starts now — big discounts!
2025-10-31,2025-10,2025-10-27/2025-11-02,Facebook,BrandAwareness,1,9138,373,58,24,0.497,#viral,Top 5 tips to boost engagement.
2025-09-24,2025-09,2025-09-22/2025-09-28,Facebook,BrandAwareness,1,11038,730,47,20,0.032,#event,Customer testimonial — we love feedback.
2024-02-24,2024-02,2024-02-19/2024-02-25,Linkedin,Community,1,2442,164,11,7,0.636,#launch #sale,Collab announcement — exciting news.
2024-01-12,2024-01,2024-01-08/2024-01-14,Instagram,,5,38671,3383,21,102,0.351,#sale #howto,Collab announcement — exciting news.
2025-10-18,2025-10,2025-10-13/2025-10-19,Facebook,Community,1,7223,282,44,22,0.83,,Customer testimonial — we love feedback.
2025-02-03,2025-02,2025-02-03/2025-02-09,Instagram,,1,13256,925,48,58,-0.116,#viral #tips,Top 5 tips to boost engagement.
2025-10-09,2025-10,2025-10-06/2025-10-12,Facebook,,1,12379,620,61,39,-0.061,#giveaway,Launching our new product today! Check it out.
2025-05-29,2025-05,2025-05-26/2025-06-01,Instagram,Community,1,7082,317,23,34,0.155,#brand,Customer testimonial — we love feedback.
2025-10-17,2025-10,2025-10-13/2025-10-19,Youtube,,1,18418,1820,116,60,-0.178,,Top 5 tips to boost engagement.
2025-06-25,2025-06,2025-06-23/2025-06-29,Facebook,,3,31570,2175,140,85,0.354,#launch,Holiday sale starts now — big discounts!
2024-08-24,2024-08,2024-08-19/2024-08-25,Twitter,,2,8046,730,34,13,-0.353,#giveaway,Live Q&A tomorrow — set a reminder.
2024-10-05,2024-10,2024-09-30/2024-10-06,Twitter,BrandAwareness,5,18765,845,146,60,-0.438,#event #howto,Top 5 tips to boost engagement.
2024-12-13,2024-12,2024-12-09/2024-12-15,Instagram,BrandAwareness,1,6013,562,0,12,0.06,#marketing,Join our giveaway — win prizes!
2025-09-18,2025-09,2025-09-15/2025-09-21,Twitter,EngagementBoost,1,5162,267,16,18,0.598,,Launching our new product today! Check it out.
2024-04-13,2024-04,2024-04-08/2024-04-14,Youtube,,1,16342,1240,60,47,0.252,,Behind the scenes from our team meeting.
2025-09-21,2025-09,2025-09-15/2025-09-21,Youtube,,1,7841,322,18,22,0.366,#event,Launching our new product today! Check it out.
2025-05-31,2025-05,2025-05-26/2025-06-01,Instagram,,1,7021,270,32,21,0.664,#event,We hit a milestone — thank you!
2024-09-04,2024-09,2024-09-02/2024-09-08,Facebook,,1,12039,715,15,38,0.231,#howto,Top 5 tips to boost engagement.
2024-12-29,2024-12,2024-12-23/2024-12-29,Facebook,BrandAwareness,1,13337,1213,18,39,-0.041,#news #event,Live Q&A tomorrow — set a reminder.
2024-11-16,2024-11,2024-11-11/2024-11-17,Facebook,Community,3,31543,2689,153,162,0.59,#brand,Holiday sale starts now — big discounts!
2025-09-24,2025-09,2025-09-22/2025-09-28,Instagram,,3,22904,1438,49,51,0.418,#marketing,Launching our new product today! Check it out.
2024-10-12,2024-10,2024-10-07/2024-10-13,Instagram,BrandAwareness,1,8566,458,43,34,-0.177,,Behind the scenes from our team meeting.
2024-05-28,2024-05,2024-05-27/2024-06-02,Instagram,ProductLaunch,1,7494,497,21,31,-0.217,#tips,Top 5 tips to boost engagement.
2024-03-24,2024-03,2024-03-18/2024-03-24,Linkedin,Community,2,5638,219,13,10,0.062,#brand,Holiday sale starts now — big discounts!
2025-02-09,2025-02,2025-02-03/2025-02-09,Twitter,BrandAwareness,1,5773,362,11,17,0.395,#howto #giveaway,Customer testimonial — we love feedback.
2025-03-31,2025-03,2025-03-31/2025-04-06,Twitter,BrandAwareness,1,3061,186,6,10,-0.26,,Join our giveaway — win prizes!
2024-06-09,2024-06,2024-06-03/2024-06-09,Youtube,Community,1,14457,882,45,45,0.127,#marketing #giveaway,We hit a milestone — thank you!
2025-04-04,2025-04,2025-03-31/2025-04-06,Facebook,,1,9709,672,23,30,0.397,,Live Q&A tomorrow — set a reminder.
2025-07-03,2025-07,2025-06-30/2025-07-06,Youtube,BrandAwareness,1,12282,931,46,44,-0.006,#launch #event,Holiday sale starts now — big discounts!
2025-05-14,2025-05,2025-05-12/2025-05-18,Twitter,BrandAwareness,1,3832,46,1,3,0.179,#launch,Customer testimonial — we love feedback.
2025-05-23,2025-05,2025-05-19/2025-05-25,Instagram,BrandAwareness,3,27152,1177,62,78,0.251,#news,New blog post: marketing strategies for 2025.
2025-10-15,2025-10,2025-10-13/2025-10-19,Youtube,ProductLaunch,1,15651,733,101,40,0.344,#howto #viral,New blog post: marketing strategies for 2025.
2025-04-25,2025-04,2025-04-21/2025-04-27,Twitter,Community,1,3425,194,5,7,0.108,,Collab announcement — exciting news.
2025-10-24,2025-10,2025-10-20/2025-10-26,Instagram,,2,17559,1028,46,68,0.036,#viral,Collab announcement — exciting news.
2024-04-23,2024-04,2024-04-22/2024-04-28,Twitter,,1,3329,241,21,13,0.436,#giveaway,Collab announcement — exciting news.
2025-07-31,2025-07,2025-07-28/2025-08-03,Instagram,ProductLaunch,5,35705,2372,139,147,-0.818,#howto #tips #viral,Collab announcement — exciting news.
2024-12-26,2024-12,2024-12-23/2024-12-29,Twitter,Community,1,1234,103,0,4,0.381,,Customer testimonial — we love feedback.
2024-12-06,2024-12,2024-12-02/2024-12-08,Youtube,Community,1,15336,828,79,27,0.284,#tips,Launching our new product today! Check it out.
2025-03-24,2025-03,2025-03-24/2025-03-30,Youtube,EngagementBoost,2,25528,1184,162,80,0.613,#tips #sale,Join our giveaway — win prizes!
2024-06-28,2024-06,2024-06-24/2024-06-30,Youtube,,1,17323,990,68,71,0.281,#howto,Top 5 tips to boost engagement.
2025-02-10,2025-02,2025-02-10/2025-02-16,Instagram,HolidayPush,1,8929,541,25,4,-0.283,#event,Launching our new product today! Check it out.
2025-10-27,2025-10,2025-10-27/2025-11-02,Twitter,HolidayPush,1,4312,267,2,19,0.116,#brand #sale,Launching our new product today! Check it out.
2024-07-14,2024-07,2024-07-08/2024-07-14,Instagram,,3,22917,1257,69,40,-0.263,#viral,Top 5 tips to boost engagement.
2025-04-10,2025-04,2025-04-07/2025-04-13,Youtube,Community,1,15419,1259,23,32,0.481,,Top 5 tips to boost engagement.
2024-11-06,2024-11,2024-11-04/2024-11-10,Twitter,,1,5862,467,23,22,-0.781,#marketing,Live Q&A tomorrow — set a reminder.
2024-09-18,2024-09,2024-09-16/2024-09-22,Facebook,,1,3942,322,22,19,-0.481,,Holiday sale starts now — big discounts!
2025-02-22,2025-02,2025-02-17/2025-02-23,Facebook,Community,2,19550,787,39,40,-0.34,,Launching our new product today! Check it out.
2025-02-09,2025-02,2025-02-03/2025-02-09,Twitter,BrandAwareness,1,5614,418,30,12,-0.49,#tips #brand,Launching our new product today! Check it out.
2024-05-22,2024-05,2024-05-20/2024-05-26,Twitter,,1,2625,241,1,11,-0.034,#howto #event #giveaway,Holiday sale starts now — big discounts!
2024-12-07,2024-12,2024-12-02/2024-12-08,Pinterest,EngagementBoost,1,2080,171,7,6,-0.067,#giveaway,Live Q&A tomorrow — set a reminder.
2024-11-11,2024-11,2024-11-11/2024-11-17,Pinterest,,2,3590,178,0,9,0.37,#tips,Behind the scenes from our team meeting.
2024-04-10,2024-04,2024-04-08/2024-04-14,Twitter,,1,3678,196,16,11,-0.588,,Join our giveaway — win prizes!
2024-08-31,2024-08,2024-08-26/2024-09-01,Twitter,Community,1,1872,53,11,9,-0.108,,Behind the scenes from our team meeting.
2025-05-04,2025-05,2025-04-28/2025-05-04,Pinterest,BrandAwareness,2,4590,393,14,17,0.171,,Holiday sale starts now — big discounts!
2024-01-12,2024-01,2024-01-08/2024-01-14,Instagram,EngagementBoost,1,8361,338,36,28,-0.246,#launch #giveaway,Launching our new product today! Check it out.
2024-08-26,2024-08,2024-08-26/2024-09-01,Twitter,,3,10266,517,30,36,-0.498,#tips,Live Q&A tomorrow — set a reminder.
2025-07-14,2025-07,2025-07-14/2025-07-20,Instagram,BrandAwareness,4,33004,2349,155,112,0.327,#howto,Collab announcement — exciting news.
2024-02-11,2024-02,2024-02-05/2024-02-11,Twitter,Community,1,4249,267,23,16,0.279,#launch,Behind the scenes from our team meeting.
2025-11-08,2025-11,2025-11-03/2025-11-09,Instagram,BrandAwareness,3,22346,1503,88,52,-0.663,#news,Customer testimonial — we love feedback.
2025-08-16,2025-08,2025-08-11/2025-08-17,Twitter,,1,6361,308,18,18,-0.07,#sale #tips #event,Launching our new product today! Check it out.
2025-03-04,2025-03,2025-03-03/2025-03-09,Instagram,,2,17238,600,78,51,-0.135,,Collab announcement — exciting news.
2024-06-06,2024-06,2024-06-03/2024-06-09,Facebook,EngagementBoost,3,33870,2178,258,70,0.716,#tips #launch #news,Collab announcement — exciting news.
2024-08-03,2024-08,2024-07-29/2024-08-04,Pinterest,,2,3903,165,18,7,-0.581,#event,Live Q&A tomorrow — set a reminder.
2025-10-31,2025-10,2025-10-27/2025-11-02,Linkedin,,2,4033,283,5,17,-0.077,#news #event,Customer testimonial — we love feedback.
2025-04-06,2025-04,2025-03-31/2025-04-06,Linkedin,,4,8807,371,68,32,0.346,,Customer testimonial — we love feedback.
2024-05-13,2024-05,2024-05-13/2024-05-19,Facebook,,1,6958,396,16,33,0.038,#viral,New blog post: marketing strategies for 2025.
2024-03-07,2024-03,2024-03-04/2024-03-10,Instagram,,2,19234,1814,46,67,0.455,#launch,New blog post: marketing strategies for 2025.
2024-01-07,2024-01,2024-01-01/2024-01-07,Instagram,HolidayPush,1,6776,436,40,22,-0.614,#giveaway,New blog post: marketing strategies for 2025.
2025-06-09,2025-06,2025-06-09/2025-06-15,Youtube,,1,17498,769,55,48,-0.371,#marketing #howto #tips,Join our giveaway — win prizes!
2024-03-13,2024-03,2024-03-11/2024-03-17,Twitter,EngagementBoost,2,6600,461,32,26,-0.03,#howto,New blog post: marketing strategies for 2025.
2025-02-02,2025-02,2025-01-27/2025-02-02,Instagram,,3,22409,1280,108,38,0.251,#giveaway,Customer testimonial — we love feedback.
2025-02-08,2025-02,2025-02-03/2025-02-09,Facebook,,1,8444,373,41,27,0.081,,Launching our new product today! Check it out.
2025-11-05,2025-11,2025-11-03/2025-11-09,Twitter,,1,4270,258,29,16,0.294,#howto,Top 5 tips to boost engagement.
2025-07-31,2025-07,2025-07-28/2025-08-03,Instagram,Community,8,60754,5152,210,177,-0.038,#news #marketing,Customer testimonial — we love feedback.
2024-05-09,2024-05,2024-05-06/2024-05-12,Pinterest,,1,1523,109,6,5,-0.378,#giveaway #viral,New blog post: marketing strategies for 2025.
2025-04-10,2025-04,2025-04-07/2025-04-13,Youtube,Community,1,12400,698,26,56,0.273,#brand,Collab announcement — exciting news.
2024-07-24,2024-07,2024-07-22/2024-07-28,Twitter,Community,1,2388,85,13,6,-0.456,,Behind the scenes from our team meeting.
2024-09-22,2024-09,2024-09-16/2024-09-22,Pinterest,BrandAwareness,1,944,70,4,3,-0.259,#viral,Holiday sale starts now — big discounts!
2025-06-20,2025-06,2025-06-16/2025-06-22,Facebook,BrandAwareness,3,30085,2092,196,121,-0.399,#tips,Top 5 tips to boost engagement.
2024-09-09,2024-09,2024-09-09/2024-09-15,Linkedin,Community,1,1604,44,7,4,0.144,#giveaway,Join our giveaway — win prizes!
2024-10-15,2024-10,2024-10-14/2024-10-20,Instagram,BrandAwareness,4,34915,1060,260,67,0.052,,We hit a milestone — thank you!
2024-06-12,2024-06,2024-06-10/2024-06-16,Instagram,HolidayPush,3,26981,2467,101,100,-0.318,#sale,Customer testimonial — we love feedback.
2024-04-04,2024-04,2024-04-01/2024-04-07,Facebook,,2,18249,1211,81,56,-0.198,#howto #marketing,Behind the scenes from our team meeting.
2024-04-19,2024-04,2024-04-15/2024-04-21,Youtube,,7,95741,3078,396,284,-0.043,,Join our giveaway — win prizes!
2024-12-01,2024-12,2024-11-25/2024-12-01,Facebook,EngagementBoost,1,10207,844,26,32,0.302,#marketing,We hit a milestone — thank you!
2024-08-25,2024-08,2024-08-19/2024-08-25,Instagram,,5,42562,3589,3,77,0.09,#launch #marketing,New blog post: marketing strategies for 2025.
2025-01-15,2025-01,2025-01-13/2025-01-19,Instagram,ProductLaunch,3,22900,1048,101,62,0.18,#launch,Holiday sale starts now — big discounts!
2025-03-11,2025-03,2025-03-10/2025-03-16,Linkedin,,1,3075,127,2,11,0.231,#howto #event #viral,New blog post: marketing strategies for 2025.
2025-04-27,2025-04,2025-04-21/2025-04-27,Instagram,,4,32748,2016,161,98,0.072,#viral #marketing,Launching our new product today! Check it out.
2024-01-25,2024-01,2024-01-22/2024-01-28,Twitter,,2,8312,525,52,20,0.155,#tips,Behind the scenes from our team meeting.
2025-10-14,2025-10,2025-10-13/2025-10-19,Instagram,,1,6521,370,25,14,0.03,#news,Holiday sale starts now — big discounts!
2024-04-26,2024-04,2024-04-22/2024-04-28,Instagram,,2,18845,726,89,61,0.596,#news #viral,Customer testimonial — we love feedback.
2025-04-26,2025-04,2025-04-21/2025-04-27,Facebook,,1,8776,464,42,33,0.265,#news #tips,Launching our new product today! Check it out.
2025-01-26,2025-01,2025-01-20/2025-01-26,Facebook,,1,8757,451,51,35,0.722,#giveaway #tips,Top 5 tips to boost engagement.
2025-06-20,2025-06,2025-06-16/2025-06-22,Twitter,Community,1,3135,94,11,7,0.524,#launch,New blog post: marketing strategies for 2025.
2024-03-19,2024-03,2024-03-18/2024-03-24,Instagram,,5,38416,3066,60,177,0.01,,We hit a milestone — thank you!
2025-08-02,2025-08,2025-07-28/2025-08-03,Linkedin,BrandAwareness,3,7808,302,3,24,0.011,#viral #tips,Launching our new product today! Check it out.
2024-06-21,2024-06,2024-06-17/2024-06-23,Instagram,BrandAwareness,3,25079,2159,82,34,-0.5,,Behind the scenes from our team meeting.
2024-01-12,2024-01,2024-01-08/2024-01-14,Facebook,BrandAwareness,1,12350,778,9,38,-0.308,#giveaway,Join our giveaway — win prizes!
2024-05-07,2024-05,2024-05-06/2024-05-12,Pinterest,Community,3,6077,286,24,12,0.433,#brand,Live Q&A tomorrow — set a reminder.
2025-08-30,2025-08,2025-08-25/2025-08-31,Instagram,EngagementBoost,5,43399,2940,195,147,0.416,#giveaway,Customer testimonial — we love feedback.
2024-04-01,2024-04,2024-04-01/2024-04-07,Youtube,Community,3,40470,2320,119,132,-0.627,#news,Behind the scenes from our team meeting.
2025-10-14,2025-10,2025-10-13/2025-10-19,Instagram,HolidayPush,4,27690,2394,151,40,0.54,#launch,Join our giveaway — win prizes!
2025-06-26,2025-06,2025-06-23/2025-06-29,Facebook,HolidayPush,1,6536,669,28,29,0.495,#news,New blog post: marketing strategies for 2025.
2025-06-15,2025-06,2025-06-09/2025-06-15,Twitter,,2,8840,599,23,20,0.471,#sale,Top 5 tips to boost engagement.
2025-10-19,2025-10,2025-10-13/2025-10-19,Pinterest,BrandAwareness,3,5804,327,17,6,0.259,,Collab announcement — exciting news.
2025-03-22,2025-03,2025-03-17/2025-03-23,Instagram,,3,23055,2122,154,98,0.258,#viral,We hit a milestone — thank you!
2025-01-24,2025-01,2025-01-20/2025-01-26,Twitter,,1,2842,158,1,10,0.015,#giveaway #marketing #news,Holiday sale starts now — big discounts!
2025-11-02,2025-11,2025-10-27/2025-11-02,Pinterest,,1,1759,87,6,4,-0.142,,New blog post: marketing strategies for 2025.
2024-02-12,2024-02,2024-02-12/2024-02-18,Facebook,HolidayPush,2,18843,1594,82,57,0.477,,Collab announcement — exciting news.
2024-09-10,2024-09,2024-09-09/2024-09-15,Twitter,EngagementBoost,1,4588,352,12,13,-0.012,#brand,Holiday sale starts now — big discounts!
2024-05-09,2024-05,2024-05-06/2024-05-12,Instagram,Community,2,15412,766,39,21,-1.0,#news #launch,Behind the scenes from our team meeting.
2024-02-29,2024-02,2024-02-26/2024-03-03,Facebook,,1,13829,916,85,22,0.297,#marketing,Collab announcement — exciting news.
2025-10-24,2025-10,2025-10-20/2025-10-26,Instagram,,2,14428,766,116,57,-0.289,#viral,New blog post: marketing strategies for 2025.
2025-04-11,2025-04,2025-04-07/2025-04-13,Instagram,,3,24490,1765,81,83,0.133,#viral #giveaway #marketing,Live Q&A tomorrow — set a reminder.
2024-10-13,2024-10,2024-10-07/2024-10-13,Facebook,Community,1,5032,352,20,19,0.661,#tips,Top 5 tips to boost engagement.
2025-05-31,2025-05,2025-05-26/2025-06-01,Twitter,,2,8790,302,45,36,0.816,#brand,Holiday sale starts now — big discounts!
2025-04-11,2025-04,2025-04-07/2025-04-13,Pinterest,BrandAwareness,1,1147,69,2,0,0.323,#howto #tips #viral,We hit a milestone — thank you!
2024-12-10,2024-12,2024-12-09/2024-12-15,Youtube,HolidayPush,1,15613,473,64,40,0.54,#marketing #giveaway,Launching our new product today! Check it out.
2025-10-03,2025-10,2025-09-29/2025-10-05,Facebook,Community,1,4478,141,31,8,0.341,#launch,We hit a milestone — thank you!
2025-01-16,2025-01,2025-01-13/2025-01-19,Linkedin,,1,1839,92,16,5,0.362,#giveaway,Collab announcement — exciting news.
2025-11-20,2025-11,2025-11-17/2025-11-23,Facebook,Community,2,22513,1082,33,25,0.402,#howto,Top 5 tips to boost engagement.
2024-09-09,2024-09,2024-09-09/2024-09-15,Instagram,,3,27754,716,61,99,-0.294,,Launching our new product today! Check it out.
2024-02-25,2024-02,2024-02-19/2024-02-25,Linkedin,HolidayPush,1,493,17,1,1,-0.368,,New blog post: marketing strategies for 2025.
2025-04-07,2025-04,2025-04-07/2025-04-13,Instagram,,1,5384,157,17,28,0.435,,New blog post: marketing strategies for 2025.
2025-04-01,2025-04,2025-03-31/2025-04-06,Twitter,BrandAwareness,1,6195,279,38,17,0.187,#launch,We hit a milestone — thank you!
2024-03-23,2024-03,2024-03-18/2024-03-24,Linkedin,BrandAwareness,1,2780,196,11,10,0.136,#howto,Collab announcement — exciting news.
2024-04-08,2024-04,2024-04-08/2024-04-14,Facebook,BrandAwareness,1,6903,618,41,27,-0.086,#news,Launching our new product today! Check it out.
2024-05-28,2024-05,2024-05-27/2024-06-02,Youtube,BrandAwareness,1,19241,1561,86,90,-0.045,#event #viral,Behind the scenes from our team meeting.
2024-11-24,2024-11,2024-11-18/2024-11-24,Instagram,,4,33405,2294,126,62,0.52,#marketing #viral,Holiday sale starts now — big discounts!
2024-06-04,2024-06,2024-06-03/2024-06-09,Facebook,HolidayPush,1,10330,697,50,40,-0.217,#viral,Customer testimonial — we love feedback.
2024-07-08,2024-07,2024-07-08/2024-07-14,Instagram,HolidayPush,4,27398,1585,0,93,0.085,,Join our giveaway — win prizes!
2025-05-08,2025-05,2025-05-05/2025-05-11,Facebook,HolidayPush,1,16287,944,54,22,-0.196,,Join our giveaway — win prizes!
2024-09-19,2024-09,2024-09-16/2024-09-22,Linkedin,,1,2876,252,9,9,-0.464,#howto,We hit a milestone — thank you!
2024-03-20,2024-03,2024-03-18/2024-03-24,Facebook,ProductLaunch,1,9071,656,11,33,0.117,#launch #marketing #tips,Launching our new product today! Check it out.
2025-02-03,2025-02,2025-02-03/2025-02-09,Instagram,EngagementBoost,1,11508,736,76,15,0.339,,Top 5 tips to boost engagement.
2025-08-31,2025-08,2025-08-25/2025-08-31,Instagram,,3,21799,542,76,63,-0.292,#brand #tips #giveaway,Live Q&A tomorrow — set a reminder.
2024-09-16,2024-09,2024-09-16/2024-09-22,Instagram,ProductLaunch,6,45375,3383,214,139,-0.169,#tips #marketing,Customer testimonial — we love feedback.
2025-09-06,2025-09,2025-09-01/2025-09-07,Facebook,BrandAwareness,1,7080,529,40,21,-0.334,,We hit a milestone — thank you!
2025-07-05,2025-07,2025-06-30/2025-07-06,Youtube,BrandAwareness,1,11813,562,27,42,0.127,#tips,Collab announcement — exciting news.
2024-04-10,2024-04,2024-04-08/2024-04-14,Instagram,EngagementBoost,7,56064,3617,256,134,-0.09,#event #tips,New blog post: marketing strategies for 2025.
2024-12-24,2024-12,2024-12-23/2024-12-29,Linkedin,,1,3178,182,2,6,-0.663,#sale #marketing,Launching our new product today! Check it out.
2025-01-14,2025-01,2025-01-13/2025-01-19,Youtube,,2,21662,1066,110,75,-0.044,,New blog post: marketing strategies for 2025.
2024-08-08,2024-08,2024-08-05/2024-08-11,Twitter,Community,2,8363,570,24,38,0.444,#news,Collab announcement — exciting news.
2025-02-23,2025-02,2025-02-17/2025-02-23,Facebook,,2,18192,698,62,81,0.486,#news,Collab announcement — exciting news.
2024-05-03,2024-05,2024-04-29/2024-05-05,Linkedin,Community,1,2580,260,16,13,0.503,#launch,Customer testimonial — we love feedback.
2025-02-25,2025-02,2025-02-24/2025-03-02,Instagram,EngagementBoost,3,26901,1899,205,70,-0.268,#marketing,Holiday sale starts now — big discounts!
2024-08-18,2024-08,2024-08-12/2024-08-18,Twitter,EngagementBoost,3,12591,727,32,35,-0.335,#news,Launching our new product today! Check it out.
2025-11-20,2025-11,2025-11-17/2025-11-23,Instagram,ProductLaunch,7,57382,4543,131,48,-0.147,#news,Customer testimonial — we love feedback.
2024-03-03,2024-03,2024-02-26/2024-03-03,Pinterest,,1,1630,123,8,3,0.421,#howto #viral,Top 5 tips to boost engagement.
2025-04-29,2025-04,2025-04-28/2025-05-04,Youtube,,1,21035,948,111,29,0.408,#launch,We hit a milestone — thank you!
2025-09-19,2025-09,2025-09-15/2025-09-21,Linkedin,,1,3204,159,5,8,0.081,#howto,Top 5 tips to boost engagement.
2025-07-27,2025-07,2025-07-21/2025-07-27,Instagram,BrandAwareness,3,22980,327,90,100,0.471,#giveaway,Holiday sale starts now — big discounts!
2025-04-27,2025-04,2025-04-21/2025-04-27,Twitter,,3,13369,515,52,54,0.292,#tips #howto,Collab announcement — exciting news.
2025-06-02,2025-06,2025-06-02/2025-06-08,Instagram,Community,2,17365,1273,68,46,-0.089,,Join our giveaway — win prizes!
